index,value
order1801,napkins
order1801,cheese
order1802,pork
order1802,chocolate
order1802,milk
order1802,popcorn
order1802,butter
order1802,misc. beverages
order1802,soda
order1802,bottled water
order1802,napkins
order1802,onions
order1802,curd
order1803,vegetable
order1803,Instant food products
order1803,pork
order1803,kitchen towels
order1803,milk
order1803,sugar
order1803,cheese
order1803,pastry
order1803,meat
order1804,vegetable
order1804,yogurt
order1804,milk
order1804,beer
order1804,flour
order1804,bread
order1804,soda
order1804,bottled water
order1804,juice
order1804,pastry
order1804,bakery
order1805,sausage
order1805,vegetable
order1805,dessert
order1805,salty snack
order1805,fruit
order1805,milk
order1805,berries
order1805,eggs
order1805,chicken
order1805,meat
order1806,vegetable
order1806,dessert
order1806,yogurt
order1806,seasonal products
order1806,rolls
order1806,beef
order1806,frankfurter
order1806,chicken
order1806,baking powder
order1807,vegetable
order1807,soups
order1807,eggs
order1807,frankfurter
order1807,cosmetics
order1807,soda
order1807,soap
order1807,curd
order1808,milk
order1808,berries
order1808,frankfurter
order1808,butter
order1808,pasta
order1808,honey
order1808,coffee
order1808,juice
order1808,napkins
order1808,meat
order1809,vegetable
order1809,pork
order1809,milk
order1809,soups
order1809,frankfurter
order1809,eggs
order1809,grapes
order1809,bread
order1809,newspapers
order1809,chicken
order1810,vegetable
order1810,chocolate
order1810,salty snack
order1810,fruit
order1810,kitchen towels
order1810,rolls
order1810,dog food
order1810,eggs
order1810,dental care
order1810,shopping bags
order1810,cereals
order1810,cheese
order1810,canned fish
order1810,margarine
order1810,frozen fish
order1811,detergent
order1811,potted plants
order1811,yogurt
order1811,fruit
order1811,milk
order1811,seasonal products
order1811,berries
order1811,beef
order1811,cake bar
order1811,cheese
order1811,pastry
order1812,vegetable
order1812,dessert
order1812,yogurt
order1812,fruit
order1812,milk
order1812,sugar
order1812,berries
order1812,frankfurter
order1812,eggs
order1812,shopping bags
order1812,pasta
order1812,soda
order1812,napkins
order1812,whipped/sour cream
order1812,bakery
order1813,pork
order1813,salty snack
order1813,milk
order1813,beer
order1813,chewing gum
order1813,soda
order1813,candy
order1814,dish cleaner
order1814,berries
order1814,rolls
order1814,napkins
order1814,chocolate
order1814,soda
order1814,juice
order1814,milk
order1814,jam
order1814,butter
order1814,bread
order1814,newspapers
order1814,pastry
order1814,sausage
order1814,vegetable
order1814,beef
order1814,syrup
order1814,cheese
order1814,dental care
order1815,sausage
order1815,vegetable
order1815,dessert
order1815,fruit
order1815,seasonal products
order1815,berries
order1815,wine
order1815,frozen fish
order1816,sausage
order1816,finished products
order1816,oil
order1816,chocolate
order1816,milk
order1816,sugar
order1816,frankfurter
order1816,fish
order1816,cake bar
order1816,bread
order1816,juice
order1816,pastry
order1816,margarine
order1817,vegetable
order1817,dessert
order1817,pork
order1817,rolls
order1817,ham
order1817,frankfurter
order1817,cat food
order1817,shopping bags
order1817,chicken
order1817,bottled water
order1817,cheese
order1818,Instant food products
order1818,dish cleaner
order1818,yogurt
order1818,salty snack
order1818,fruit
order1818,milk
order1818,frozen meals
order1818,sugar
order1818,popcorn
order1818,chocolate
order1818,eggs
order1818,shopping bags
order1818,bread
order1818,pasta
order1818,soda
order1818,canned fish
order1818,meat
order1819,vegetable
order1819,yogurt
order1819,salty snack
order1819,fruit
order1819,milk
order1819,berries
order1819,eggs
order1819,butter
order1819,soda
order1819,newspapers
order1819,bottled water
order1819,margarine
order1820,vegetable
order1820,dessert
order1820,yogurt
order1820,salty snack
order1820,sugar
order1820,frozen meals
order1820,berries
order1820,rolls
order1820,popcorn
order1820,beef
order1820,cat food
order1820,cake bar
order1820,soda
order1820,juice
order1820,onions
order1820,meat
order1821,ice cream
order1821,berries
order1821,rolls
order1821,chicken
order1821,bottled water
order1821,onions
order1821,beer
order1821,ready soups
order1821,milk
order1821,butter
order1821,cosmetics
order1821,skin care
order1821,mustard
order1821,margarine
order1821,whipped/sour cream
order1821,sausage
order1821,vegetable
order1821,fruit
order1821,grapes
order1822,sausage
order1822,vegetable
order1822,detergent
order1822,milk
order1822,frankfurter
order1822,bread
order1822,chicken
order1822,candy
order1822,curd
order1823,sausage
order1823,pork
order1823,frankfurter
order1823,soda
order1823,napkins
order1823,curd
order1823,bakery
order1824,vegetable
order1824,pork
order1824,beverages
order1824,chocolate
order1824,milk
order1824,mayonnaise
order1824,frankfurter
order1824,soda
order1824,onions
order1824,meat
order1825,sausage
order1825,vegetable
order1825,yogurt
order1825,sugar
order1825,beer
order1825,bread
order1825,newspapers
order1825,juice
order1825,napkins
order1825,bathroom cleaner
order1825,cheese
order1825,cleaner
order1825,meat
order1826,vegetable
order1826,frozen dessert
order1826,pork
order1826,fruit
order1826,seasonal products
order1826,rolls
order1826,dishes
order1826,napkins
order1826,margarine
order1827,vegetable
order1827,oil
order1827,yogurt
order1827,fruit
order1827,milk
order1827,ham
order1827,light bulbs
order1827,bread
order1827,soda
order1827,coffee
order1827,liquor (appetizer)
order1827,napkins
order1827,cheese
order1827,margarine
order1827,meat
order1828,vegetable
order1828,pork
order1828,chocolate
order1828,fruit
order1828,milk
order1828,sugar
order1828,waffles
order1828,beef
order1828,butter
order1828,soda
order1828,chicken
order1828,cheese
order1828,pastry
order1828,candy
order1828,whipped/sour cream
order1828,bakery
order1829,sausage
order1829,vegetable
order1829,oil
order1829,fruit
order1829,milk
order1829,roll products
order1829,herbs
order1830,potted plants
order1830,yogurt
order1830,dishes
order1830,juice
order1830,bottled water
order1830,pastry
order1830,curd
order1831,brandy
order1831,yogurt
order1831,chocolate
order1831,beer
order1831,beef
order1831,flour
order1831,bread
order1831,soda
order1831,juice
order1832,sausage
order1832,vegetable
order1832,yogurt
order1832,berries
order1832,shopping bags
order1832,juice
order1832,napkins
order1832,cheese
order1832,tea
order1832,whipped/sour cream
order1832,curd
order1833,yogurt
order1833,zwieback
order1833,milk
order1833,ham
order1833,frankfurter
order1833,eggs
order1833,butter
order1833,napkins
order1833,baking powder
order1833,cheese
order1834,vegetable
order1834,oil
order1834,potted plants
order1834,milk
order1834,sugar
order1834,ham
order1834,eggs
order1834,beef
order1834,jam
order1834,bottled water
order1835,vegetable
order1835,cling film/bags
order1835,fruit
order1835,rolls
order1835,beer
order1835,frankfurter
order1835,grapes
order1835,bread
order1835,soda
order1835,syrup
order1835,candy
order1835,rubbing alcohol
order1835,bakery
order1836,sausage
order1836,vegetable
order1836,oil
order1836,fruit
order1836,milk
order1836,berries
order1836,beer
order1836,roll products
order1836,abrasive cleaner
order1836,pasta
order1836,soda
order1836,coffee
order1836,juice
order1836,napkins
order1836,bathroom cleaner
order1836,cheese
order1837,vegetable
order1837,yogurt
order1837,fruit
order1837,milk
order1837,beer
order1837,frankfurter
order1837,house keeping products
order1837,cheese
order1837,meat
order1838,vegetable
order1838,pork
order1838,fruit
order1838,nuts/prunes
order1838,frozen meals
order1838,newspapers
order1838,margarine
order1839,vegetable
order1839,dessert
order1839,yogurt
order1839,salty snack
order1839,fruit
order1839,milk
order1839,chocolate
order1839,rolls
order1839,specialty bar
order1839,bread
order1839,mustard
order1839,juice
order1839,napkins
order1839,cheese
order1839,tidbits
order1839,bakery
order1840,sausage
order1840,vegetable
order1840,chocolate
order1840,fruit
order1840,berries
order1840,shopping bags
order1840,grapes
order1840,soda
order1840,napkins
order1840,pastry
order1841,vegetable
order1841,yogurt
order1841,salty snack
order1841,fruit
order1841,butter
order1841,whipped/sour cream
order1841,specialty bar
order1842,vegetable
order1842,beef
order1842,eggs
order1842,jam
order1842,butter
order1842,herbs
order1842,bottled water
order1842,cheese
order1843,dessert
order1843,bottled water
order1843,napkins
order1843,curd
order1843,beer
order1843,canned fish
order1843,meat
order1843,milk
order1843,eggs
order1843,butter
order1843,flour
order1843,cosmetics
order1843,cereals
order1843,pastry
order1843,margarine
order1843,whipped/sour cream
order1843,vegetable
order1843,yogurt
order1843,fruit
order1843,cat food
order1844,sausage
order1844,vegetable
order1844,cat food
order1844,shopping bags
order1844,herbs
order1844,cheese
order1844,margarine
order1844,meat
order1845,sausage
order1845,cling film/bags
order1845,salty snack
order1845,fruit
order1845,soda
order1845,juice
order1845,napkins
order1846,vegetable
order1846,yogurt
order1846,milk
order1846,popcorn
order1846,eggs
order1846,pastry
order1846,whipped/sour cream
order1847,vegetable
order1847,yogurt
order1847,beer
order1847,eggs
order1847,butter
order1847,flower (seeds)
order1847,pastry
order1847,specialty bar
order1848,vegetable
order1848,Instant food products
order1848,pork
order1848,chocolate
order1848,fruit
order1848,milk
order1848,rolls
order1848,frankfurter
order1848,bread
order1848,pastry
order1848,waffles
order1848,meat
order1849,vegetable
order1849,pork
order1849,fruit
order1849,milk
order1849,berries
order1849,frankfurter
order1849,shopping bags
order1849,bread
order1849,syrup
order1849,pastry
order1850,vegetable
order1850,yogurt
order1850,fruit
order1850,milk
order1850,beer
order1850,eggs
order1850,cheese
order1851,yogurt
order1851,chocolate
order1851,ham
order1851,female sanitary products
order1851,coffee
order1851,pastry
order1851,waffles
order1852,sausage
order1852,vegetable
order1852,potted plants
order1852,salty snack
order1852,fruit
order1852,milk
order1852,berries
order1852,popcorn
order1852,whipped/sour cream
order1852,cat food
order1852,butter
order1852,shopping bags
order1852,curd
order1853,chocolate
order1853,salty snack
order1853,beer
order1853,misc. beverages
order1853,shopping bags
order1853,soda
order1853,pastry
order1854,vegetable
order1854,yogurt
order1854,chocolate
order1854,fruit
order1854,rolls
order1854,frankfurter
order1854,misc. beverages
order1854,shopping bags
order1854,soda
order1854,bottled water
order1854,candy
order1854,whipped/sour cream
order1855,napkins
order1855,frozen fish
order1855,curd
order1855,chocolate
order1855,soda
order1855,juice
order1855,pork
order1855,milk
order1855,cream
order1855,butter
order1855,pet care
order1855,cosmetics
order1855,bread
order1855,margarine
order1855,sausage
order1855,vegetable
order1855,nut snack
order1855,yogurt
order1855,fruit
order1855,cat food
order1855,house keeping products
order1855,female sanitary products
order1855,baking powder
order1855,cheese
order1856,chocolate
order1856,candles
order1856,beer
order1856,eggs
order1856,newspapers
order1856,pastry
order1856,bakery
order1857,vegetable
order1857,fruit
order1857,milk
order1857,eggs
order1857,soda
order1857,newspapers
order1857,candy
order1857,waffles
order1858,yogurt
order1858,chocolate
order1858,fruit
order1858,milk
order1858,bread
order1858,soda
order1858,bottled water
order1859,vegetable
order1859,oil
order1859,yogurt
order1859,milk
order1859,rolls
order1859,beer
order1859,chicken
order1859,bakery
order1860,yogurt
order1860,salty snack
order1860,butter
